,Node,Structure_Type,Structure_Name,Structure_Definition
25,regiona-pe01,VRF,default,"{'name': 'default', 'ospfProcesses': {'default': {'adminCosts': {'ospf': 10, 'ospfE1': 150, 'ospfE2': 150, 'ospfIA': 10, 'ospfIS': 10}, 'areas': {'0': {'injectDefaultRoute': False, 'interfaces': ['ge-0/0/1.0', 'ge-0/0/2.0', 'lo0.0'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE', 'summaryFilter': '~OSPF_SUMMARY_FILTER:default:0~'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default~', 'exportPolicySources': ['ospf-default', 'ospf3-default'], 'processId': 'default', 'referenceBandwidth': 1000000000.0, 'routerId': '1.1.1.1', 'summaryAdminCost': 10, 'summaryDiscardMetric': 16777215}}, 'aggregateRoutes': [{'class': 'org.batfish.datamodel.GeneratedRoute', 'administrativeCost': 130, 'discard': True, 'generationPolicy': '~GENERATED_ROUTE_POLICY:0.0.0.0/0~', 'localPreference': 100, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'null_interface', 'nextHopIp': 'AUTO/NONE(-1l)', 'originType': 'incomplete', 'tag': -1, 'weight': 0}], 'bgpProcess': {'clientToClientReflection': True, 'ebgpAdminCost': 170, 'ibgpAdminCost': 170, 'localAdminCost': 170, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'routerId': '1.1.1.1', 'clusterListAsIbgpCost': False, 'multipathEbgp': False, 'multipathEquivalentAsPathMatchMode': 'FIRST_AS', 'multipathIbgp': False, 'neighbors': {'1.1.1.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 16843009, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'INT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:1.1.1.2/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:1.1.1.2/32~', 'routeReflectorClient': False}, 'localAs': 65000, 'localIp': '1.1.1.1', 'peerAddress': '1.1.1.2', 'remoteAsns': '65000', 'replaceNonLocalAsesOnExport': False}, '10.1.0.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 16843009, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.0.2/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.0.2/32~', 'routeReflectorClient': False}, 'localAs': 65000, 'peerAddress': '10.1.0.2', 'remoteAsns': '65001', 'replaceNonLocalAsesOnExport': False}, '10.1.2.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 16843009, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.2.2/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.2.2/32~', 'routeReflectorClient': False}, 'localAs': 65000, 'peerAddress': '10.1.2.2', 'remoteAsns': '65001', 'replaceNonLocalAsesOnExport': False}}, 'tieBreaker': 'ARRIVAL_ORDER'}}"
26,regiona-pe02,VRF,default,"{'name': 'default', 'ospfProcesses': {'default': {'adminCosts': {'ospf': 10, 'ospfE1': 150, 'ospfE2': 150, 'ospfIA': 10, 'ospfIS': 10}, 'areas': {'0': {'injectDefaultRoute': False, 'interfaces': ['ge-0/0/1.0', 'ge-0/0/3.0', 'lo0.0'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE', 'summaryFilter': '~OSPF_SUMMARY_FILTER:default:0~'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default~', 'exportPolicySources': ['ospf-default', 'ospf3-default'], 'processId': 'default', 'referenceBandwidth': 1000000000.0, 'routerId': '1.1.1.2', 'summaryAdminCost': 10, 'summaryDiscardMetric': 16777215}}, 'aggregateRoutes': [{'class': 'org.batfish.datamodel.GeneratedRoute', 'administrativeCost': 130, 'discard': True, 'generationPolicy': '~GENERATED_ROUTE_POLICY:0.0.0.0/0~', 'localPreference': 100, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'null_interface', 'nextHopIp': 'AUTO/NONE(-1l)', 'originType': 'incomplete', 'tag': -1, 'weight': 0}], 'bgpProcess': {'clientToClientReflection': True, 'ebgpAdminCost': 170, 'ibgpAdminCost': 170, 'localAdminCost': 170, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'routerId': '1.1.1.2', 'clusterListAsIbgpCost': False, 'multipathEbgp': False, 'multipathEquivalentAsPathMatchMode': 'FIRST_AS', 'multipathIbgp': False, 'neighbors': {'1.1.1.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 16843010, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'INT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:1.1.1.1/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:1.1.1.1/32~', 'routeReflectorClient': False}, 'localAs': 65000, 'localIp': '1.1.1.2', 'peerAddress': '1.1.1.1', 'remoteAsns': '65000', 'replaceNonLocalAsesOnExport': False}, '10.1.1.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 16843010, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.1.2/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.1.2/32~', 'routeReflectorClient': False}, 'localAs': 65000, 'peerAddress': '10.1.1.2', 'remoteAsns': '65001', 'replaceNonLocalAsesOnExport': False}, '10.1.3.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 16843010, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.3.2/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.3.2/32~', 'routeReflectorClient': False}, 'localAs': 65000, 'peerAddress': '10.1.3.2', 'remoteAsns': '65001', 'replaceNonLocalAsesOnExport': False}}, 'tieBreaker': 'ARRIVAL_ORDER'}}"
27,regiona-svr01,VRF,default,"{'name': 'default', 'staticRoutes': [{'class': 'org.batfish.datamodel.StaticRoute', 'administrativeCost': 1, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'enp1s4', 'nextHopIp': '172.30.10.3', 'tag': -1}]}"
28,regiona-svr02,VRF,default,"{'name': 'default', 'staticRoutes': [{'class': 'org.batfish.datamodel.StaticRoute', 'administrativeCost': 1, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'enp1s4', 'nextHopIp': '172.30.10.3', 'tag': -1}]}"
29,regionb-acc01,VRF,default,{'name': 'default'}
30,regionb-acc02,VRF,default,{'name': 'default'}
31,regionb-ce01,VRF,default,"{'name': 'default', 'ospfProcesses': {'default': {'adminCosts': {'ospf': 10, 'ospfE1': 150, 'ospfE2': 150, 'ospfIA': 10, 'ospfIS': 10}, 'areas': {'0': {'injectDefaultRoute': False, 'interfaces': ['ae0.0', 'ge-0/0/0.0'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE', 'summaryFilter': '~OSPF_SUMMARY_FILTER:default:0~'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default~', 'exportPolicySources': ['EXPORTDIRECT'], 'processId': 'default', 'referenceBandwidth': 1000000000.0, 'routerId': '2.2.2.4', 'summaryAdminCost': 10, 'summaryDiscardMetric': 16777215}}}"
32,regionb-ce02,VRF,default,"{'name': 'default', 'ospfProcesses': {'default': {'adminCosts': {'ospf': 10, 'ospfE1': 150, 'ospfE2': 150, 'ospfIA': 10, 'ospfIS': 10}, 'areas': {'0': {'injectDefaultRoute': False, 'interfaces': ['ae0.0', 'ge-0/0/1.0'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE', 'summaryFilter': '~OSPF_SUMMARY_FILTER:default:0~'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default~', 'exportPolicySources': ['EXPORTDIRECT'], 'processId': 'default', 'referenceBandwidth': 1000000000.0, 'routerId': '2.2.2.5', 'summaryAdminCost': 10, 'summaryDiscardMetric': 16777215}}}"
33,regionb-pe01,VRF,default,"{'name': 'default', 'ospfProcesses': {'default': {'adminCosts': {'ospf': 10, 'ospfE1': 150, 'ospfE2': 150, 'ospfIA': 10, 'ospfIS': 10}, 'areas': {'0': {'injectDefaultRoute': False, 'interfaces': ['ge-0/0/1.0', 'ge-0/0/2.0', 'lo0.0'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE', 'summaryFilter': '~OSPF_SUMMARY_FILTER:default:0~'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default~', 'exportPolicySources': ['ospf-default', 'ospf3-default'], 'processId': 'default', 'referenceBandwidth': 1000000000.0, 'routerId': '2.2.2.2', 'summaryAdminCost': 10, 'summaryDiscardMetric': 16777215}}, 'aggregateRoutes': [{'class': 'org.batfish.datamodel.GeneratedRoute', 'administrativeCost': 130, 'discard': True, 'generationPolicy': '~GENERATED_ROUTE_POLICY:0.0.0.0/0~', 'localPreference': 100, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'null_interface', 'nextHopIp': 'AUTO/NONE(-1l)', 'originType': 'incomplete', 'tag': -1, 'weight': 0}], 'bgpProcess': {'clientToClientReflection': True, 'ebgpAdminCost': 170, 'ibgpAdminCost': 170, 'localAdminCost': 170, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'routerId': '2.2.2.2', 'clusterListAsIbgpCost': False, 'multipathEbgp': False, 'multipathEquivalentAsPathMatchMode': 'FIRST_AS', 'multipathIbgp': False, 'neighbors': {'2.2.2.3': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 33686018, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'INT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:2.2.2.3/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:2.2.2.3/32~', 'routeReflectorClient': False}, 'localAs': 65001, 'localIp': '2.2.2.2', 'peerAddress': '2.2.2.3', 'remoteAsns': '65001', 'replaceNonLocalAsesOnExport': False}, '10.1.0.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 33686018, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.0.1/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.0.1/32~', 'routeReflectorClient': False}, 'localAs': 65001, 'peerAddress': '10.1.0.1', 'remoteAsns': '65000', 'replaceNonLocalAsesOnExport': False}, '10.1.3.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 33686018, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.3.1/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.3.1/32~', 'routeReflectorClient': False}, 'localAs': 65001, 'peerAddress': '10.1.3.1', 'remoteAsns': '65000', 'replaceNonLocalAsesOnExport': False}}, 'tieBreaker': 'ARRIVAL_ORDER'}}"
34,regionb-pe02,VRF,default,"{'name': 'default', 'ospfProcesses': {'default': {'adminCosts': {'ospf': 10, 'ospfE1': 150, 'ospfE2': 150, 'ospfIA': 10, 'ospfIS': 10}, 'areas': {'0': {'injectDefaultRoute': False, 'interfaces': ['ge-0/0/1.0', 'ge-0/0/3.0', 'lo0.0'], 'metricOfDefaultRoute': 0, 'name': 0, 'stubType': 'NONE', 'summaryFilter': '~OSPF_SUMMARY_FILTER:default:0~'}}, 'exportPolicy': '~OSPF_EXPORT_POLICY:default~', 'exportPolicySources': ['ospf-default', 'ospf3-default'], 'processId': 'default', 'referenceBandwidth': 1000000000.0, 'routerId': '2.2.2.3', 'summaryAdminCost': 10, 'summaryDiscardMetric': 16777215}}, 'aggregateRoutes': [{'class': 'org.batfish.datamodel.GeneratedRoute', 'administrativeCost': 130, 'discard': True, 'generationPolicy': '~GENERATED_ROUTE_POLICY:0.0.0.0/0~', 'localPreference': 100, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'null_interface', 'nextHopIp': 'AUTO/NONE(-1l)', 'originType': 'incomplete', 'tag': -1, 'weight': 0}], 'bgpProcess': {'clientToClientReflection': True, 'ebgpAdminCost': 170, 'ibgpAdminCost': 170, 'localAdminCost': 170, 'localOriginationTypeTieBreaker': 'NO_PREFERENCE', 'networkNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'redistributeNextHopIpTieBreaker': 'HIGHEST_NEXT_HOP_IP', 'routerId': '2.2.2.3', 'clusterListAsIbgpCost': False, 'multipathEbgp': False, 'multipathEquivalentAsPathMatchMode': 'FIRST_AS', 'multipathIbgp': False, 'neighbors': {'2.2.2.2': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 33686019, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'INT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:2.2.2.2/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:2.2.2.2/32~', 'routeReflectorClient': False}, 'localAs': 65001, 'localIp': '2.2.2.3', 'peerAddress': '2.2.2.2', 'remoteAsns': '65001', 'replaceNonLocalAsesOnExport': False}, '10.1.1.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 33686019, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.1.1/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.1.1/32~', 'routeReflectorClient': False}, 'localAs': 65001, 'peerAddress': '10.1.1.1', 'remoteAsns': '65000', 'replaceNonLocalAsesOnExport': False}, '10.1.2.1': {'class': 'org.batfish.datamodel.BgpActivePeerConfig', 'authenticationSettings': {'authenticationAlgorithm': 'HMAC_SHA_1_96'}, 'checkLocalIpOnAccept': True, 'clusterId': 33686019, 'defaultMetric': 0, 'ebgpMultihop': False, 'enforceFirstAs': False, 'group': 'EXT', 'ipv4UnicastAddressFamily': {'addressFamilyCapabilities': {'additionalPathsReceive': False, 'additionalPathsSelectAll': False, 'additionalPathsSend': False, 'advertiseExternal': False, 'advertiseInactive': False, 'allowLocalAsIn': False, 'allowRemoteAsOut': 'EXCEPT_FIRST', 'sendCommunity': True, 'sendExtendedCommunity': True}, 'exportPolicy': '~PEER_EXPORT_POLICY:10.1.2.1/32~', 'exportPolicySources': ['EXPORTOSPF'], 'importPolicy': '~PEER_IMPORT_POLICY:10.1.2.1/32~', 'routeReflectorClient': False}, 'localAs': 65001, 'peerAddress': '10.1.2.1', 'remoteAsns': '65000', 'replaceNonLocalAsesOnExport': False}}, 'tieBreaker': 'ARRIVAL_ORDER'}}"
35,regionb-svr01,VRF,default,"{'name': 'default', 'staticRoutes': [{'class': 'org.batfish.datamodel.StaticRoute', 'administrativeCost': 1, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'enp1s4', 'nextHopIp': '172.31.10.3', 'tag': -1}]}"
36,regionb-svr02,VRF,default,"{'name': 'default', 'staticRoutes': [{'class': 'org.batfish.datamodel.StaticRoute', 'administrativeCost': 1, 'metric': 0, 'network': '0.0.0.0/0', 'nextHopInterface': 'enp1s4', 'nextHopIp': '172.31.20.3', 'tag': -1}]}"
37,regiona-ce01,VRF,vrf1,{'name': 'vrf1'}
38,regiona-ce02,VRF,vrf1,{'name': 'vrf1'}
